6226.6084, 5075.9746, -52.254
6285.4512, 5036.8188, -58.3994
6336.6772, 4997.3569, -69.7074
6433.9707, 4858.8057, -52.2089
6353.894, 4737.665, -51.4926
6310.1704, 4620.0879, -58.9514
6217.521, 4616.6685, -63.0876
6256.8208, 4480.6548, -50.2142
6342.2827, 4419.5605, -35.764
6253.4258, 4334.1616, -6.424
6161.9839, 4379.1895, -27.8756
6078.7319, 4392.4272, -44.1423
6015.3335, 4330.9155, -44.4103
5874.7021, 4412.7974, -76.275
5848.5928, 4421.4727, -77.8579
5756.1343, 4469.0249, -99.1979
5706.3511, 4418.8086, -112.1373
5650.374, 4476.9844, -120.2991
5500.2993, 4525.8242, -117.8378
5498.5933, 4613.3364, -124.664
5582.6299, 4677.9521, -123.5318
5647.9023, 4716.7705, -123.5113
5700.7598, 4736.1055, -118.4316
5740.1475, 4703.0283, -99.2367
5770.5913, 4677.7173, -84.2188
5879.2026, 4617.7788, -84.52
6013.3462, 4561.4927, -67.1204
6072.7124, 4619.585, -69.3205
6040.0796, 4752.3052, -68.3208
6059.5752, 4858.6846, -62.0293
6105.9331, 4918.7793, -64.9649
6117.7837, 4973.2124, -71.2468
6025.8906, 4982.4033, -75.7636
5823.1875, 4920.3691, -105.4259
5864.1851, 4853.0903, -113.7276
5792.8794, 4808.6855, -120.2121
5706.5566, 4849.0522, -118.223
5643.7969, 4913.4644, -114.8758
5523.2109, 5001.7983, -111.7554
5416.7422, 4902.5786, -132.8896|
