1853.23,-2983.94,98.74,2
1908.46,-4068.51,212.65,2
1918.44,-4054.95,212.64,2
2675.06,-4388.95,285.57,2
1906.82,-4062.23,212.63,2
1871.78,-4467.14,195.83,2
1905.95,-4061.95,212.69,2
1860.11,-4186.53,240.48,2
2441.07,-3052.17,145.76,2
1251.92,-3530.86,167.35,2
1903.48,-4381.91,48.12,2
1516.27,-5033.99,119.15,2
2441.06,-3052.18,145.72,2
1858.54,-4184.74,241.79,2
1509.11,-4971.52,125.7,2
1596.78,-5038.77,113.43,2
1223,-6219.83,270.8,2
1860.09,-4186.54,241.76,2
1589.89,-5040.1,113.73,2
1857.23,-4183.24,241.84,2
1908.79,-4068.25,212.63,2
1922.26,-4073.13,212.8,2
73.51,-5472.76,392,2
1597,-5038.74,113.41,2
117.39,-5596.28,411.87,2
1596.86,-5038.83,113.31,2
1917.24,-4077.97,212.6,2
1858.53,-4184.74,241.79,2
1859.06,-4185.35,241.78,2
1977.23,-2970.29,165.75,2
1632.79,-4761.74,116.43,2
1910.83,-4066.3,212.45,2
1860.1,-4186.53,240.65,2
1860.11,-4186.53,240.54,2
1506.98,-3925,128.14,2
1858.89,-4185.16,241.78,2
1906.17,-4061.88,212.67,2
2702.11,-4012.99,384.83,2
1903.93,-4381.68,48.05,2
1921.72,-4054.47,213.06,2
1580.84,-5046.63,113.45,2
1859.64,-4186.02,241.77,2
117.31,-5595.82,408.51,2
2440.65,-3052.62,143.2,2
1506.34,-3925,128.2,2
1467.38,-4403.57,165.12,2
1903.62,-4381.6,48.06,2
1918.45,-4054.91,212.64,2
1593.77,-5039.48,113.67,2
1596.5,-5038.85,113.37,2
1852.12,-4486.64,184.1,2
1256.68,-3540.09,165.32,2
1860.13,-4186.51,239.71,2
1906.05,-4068.63,212.81,2
2078.22,-3148.4,158.87,2
1496.88,-3883.33,128.67,2
1921.71,-4054.49,213.06,2
1859.97,-4186.41,241.77,2
1860.11,-4186.56,241.75,2
1252.63,-3531.54,167.22,2
1258.33,-3538.27,164.91,2
1505.79,-3925,128.25,2
1916.57,-4077.61,212.58,2
901.7,-4229.84,188.13,2
1859.12,-4185.42,241.78,2
2682.85,-4391.94,298,2
1860.11,-4186.53,240.5,2
1857.77,-4183.85,241.81,2
1917.32,-4077.17,212.56,2
2510.41,-3014.62,120,2
2694.65,-4106.54,363.5,2
1874.94,-4164.3,221.74,2
2506.9,-3054.43,151.02,2
1858.6,-4184.82,241.79,2
1916.95,-4077.08,212.56,2
2506.9,-3054.43,151.17,2
1497.17,-3883.33,128.69,2
2659.94,-4114.92,350.05,2
344.87,-5709.85,322.1,2
1860.12,-4186.52,239.47,2
1857.22,-4183.23,241.84,2
1653.49,-4680.13,114.63,2
1853.13,-2984.05,98.82,2
2077.77,-3148.4,158.78,2
1908.4,-4068.49,212.65,2
1860.01,-4186.45,241.77,2
2441.05,-3052.17,145.69,2
1860.36,-4186.73,238.73,2
1526.75,-6122.73,10.53,2
1860.02,-4186.46,241.77,2
1859,-4185.28,241.78,2
1858.61,-4184.83,241.78,2
1860.11,-2993.9,134.98,2
1906.27,-4069.22,212.8,2
1860.14,-4186.51,239.47,2
1858.33,-4184.5,241.79,2
1860.11,-4186.53,240.59,2
1859.56,-4185.92,241.77,2
1858.4,-4184.58,241.79,2
2575.24,-2803.92,37.37,2
1860.09,-4186.54,241.77,2
1906.35,-4069.17,212.8,2
1859.52,-4185.89,241.77,2
1859.44,-4185.79,241.77,2
1859.57,-4185.94,241.77,2
1860.11,-4186.53,240.53,2
1775.96,-4498.12,44.83,2
1860.13,-4186.51,239.68,2
1258.3,-3538.26,164.92,2
1653.25,-4680.22,114.63,2
2441.06,-3052.18,145.71,2
1944.14,-4023.71,217.07,2
2503.81,-4722.96,239.08,2
1860.11,-4186.53,240.57,2
1858.92,-4185.18,241.78,2
1859.49,-4185.85,241.77,2
1857.59,-4183.64,241.82,2
1858.89,-4185.15,241.78,2
1858.88,-4185.14,241.78,2
1858.61,-4184.83,241.79,2
1859.02,-4185.3,241.78,2
1916.97,-4077.25,212.57,2
1921.84,-4054.2,213.09,2
1199.68,-6227.56,271.17,2
1860.11,-4186.56,241.76,2
1945.91,-4012.13,203.33,2
1927.19,-4047.42,214.32,2
1908.78,-4068.22,212.63,2
1860.11,-4186.56,241.73,2
1853.35,-2983.82,98.65,2
2670.73,-4380.06,293.6,2
1867.41,-4469.74,189.12,2
1908.6,-4067.65,212.63,2
2676.46,-4382.82,285.2,2
2087.77,-3795.18,206.65,2
1868.06,-4166.34,253.99,2
1946.12,-4011.95,203.43,2
1919.86,-4077.35,212.65,2
118.05,-5738.74,278.43,2
1859.54,-4185.91,241.77,2
1906.78,-4062.3,212.63,2
1860.13,-4186.51,239.48,2
1917.07,-4077.06,212.56,2
1906.35,-4069.26,212.8,2
1859.03,-4185.32,241.78,2
1256.65,-3539.79,166.57,2
1919.55,-4077.05,212.62,2
1222.7,-6219.79,270.78,2
1521.13,-5023.88,120.98,2
1199.65,-6227.62,271.17,2
1860.06,-4186.51,241.77,2
117.31,-5595.83,408.55,2
1860.1,-4186.55,241.77,2
1860.11,-4186.56,241.69,2
2679.85,-4384.87,285.35,2
2680.07,-4384.75,284.92,2
2679.84,-4384.96,285.35,2
2679.69,-4384.18,284.71,2
879.9,-4998.86,0.72,2
880.03,-4999.1,0.66,2
879.86,-4998.77,0.74,2
880,-4999.05,0.68,2
879.56,-4998.22,0.87,2
879.55,-4998.2,0.88,2
1530.76,-5132.64,181.74,2
2048.82,-5748.52,222.33,2
2025.95,-2730.49,-0.28,2
1472.05,-3931.4,138.35,2
1472.05,-3931.37,138.37,2
1286.14,-6223.37,266.7,2
1286.14,-6223.37,266.69,2
1286.14,-6223.36,266.69,2
1286.12,-6223.34,266.68,2
1285.98,-6223.13,266.55,2
1283.4,-6221.41,266.21,2
1531.89,-5131.43,181.12,2
